41,,,,
16,,,,
31,,,,
75,,,,
41,,,,
52,,,,
62,,,,
54,,,,
58,,,,
24,,,,
62,,,,
39,,,,
35,,,,
35,,,,
39,,,,
62,,,,
28,,,,
39,,,,
39,,,,
37,,,,
62,,,,
48,,,,
41,,,,
39,,,,
31,,,,
41,,,,
64,,,,
43,,,,
50,,,,
24,,,,
52,,,,
41,,,,
26,,,,
39,,,,
43,,,,
26,,,,
47,,,,
54,,,,
66,,,,
35,,,,
43,,,,
50,,,,
58,,,,
54,,,,
39,,,,
37,,,,
31,,,,
37,,,,
52,,,,
37,,,,
58,,,,
39,,,,
41,,,,
41,,,,
37,,,,
60,,,,
39,,,,
54,,,,
37,,,,
60,,,,
41,,,,
24,,,,
68,,,,
22,,,,
37,,,,
33,,,,
11,,,,
35,,,,
41,,,,
11,,,,
24,,,,
41,,,,
39,,,,
35,,,,
35,,,,
43,,,,
22,,,,
56,,,,
41,,,,
41,,,,
39,,,,
43,,,,
35,,,,
35,,,,
54,,,,
35,,,,
41,,,,
54,,,,
50,,,,
18,,,,
45,,,,
41,,,,
62,,,,
37,,,,
39,,,,
43,,,,
48,,,,
22,,,,
35,,,,
39,,,,
39,,,,
64,,,,
56,,,,
35,,,,
35,,,,
47,,,,
68,,,,
56,,,,
39,,,,
62,,,,
35,,,,
43,,,,
52,,,,
39,,,,
41,,,,
43,,,,
20,,,,
43,,,,
35,,,,
41,,,,
39,,,,
39,,,,
41,,,,
56,,,,
39,,,,
35,,,,
45,,,,
33,,,,
22,,,,
43,,,,
24,,,,
31,,,,
37,,,,
29,,,,
37,,,,
45,,,,
37,,,,
45,,,,
52,,,,
37,,,,
75,,,,
39,,,,
49,,,,
41,,,,
58,,,,
48,,,,
33,,,,
24,,,,
60,,,,
30,,,,
52,,,,
33,,,,
39,,,,
22,,,,
50,,,,
62,,,,
35,,,,
50,,,,
39,,,,
29,,,,
37,,,,
24,,,,
33,,,,
41,,,,
20,,,,
24,,,,
50,,,,
39,,,,
37,,,,
58,,,,
56,,,,
43,,,,
43,,,,
35,,,,
64,,,,
26,,,,
26,,,,
45,,,,
22,,,,
46,,,,
20,,,,
43,,,,
28,,,,
43,,,,
41,,,,
50,,,,
35,,,,
43,,,,
41,,,,
39,,,,
45,,,,
37,,,,
37,,,,
43,,,,
33,,,,
35,,,,
39,,,,
31,,,,
35,,,,
54,,,,
50,,,,
58,,,,
43,,,,
54,,,,
41,,,,
50,,,,
58,,,,
28,,,,
22,,,,
46,,,,
41,,,,
39,,,,
37,,,,
18,,,,
45,,,,
43,,,,
35,,,,
7,,,,
37,,,,
22,,,,
39,,,,
16,,,,
35,,,,
11,,,,
41,,,,
33,,,,
60,,,,
54,,,,
37,,,,
37,,,,
41,,,,
41,,,,
37,,,,
48,,,,
24,,,,
37,,,,
39,,,,
20,,,,
39,,,,
20,,,,
28,,,,
43,,,,
35,,,,
45,,,,
39,,,,
56,,,,
33,,,,
60,,,,
49,,,,
54,,,,
28,,,,
43,,,,
50,,,,
43,,,,
37,,,,
20,,,,
56,,,,
62,,,,
31,,,,
49,,,,
48,,,,
37,,,,
31,,,,
41,,,,
35,,,,
46,,,,
58,,,,
33,,,,
41,,,,
22,,,,
31,,,,
47,,,,
37,,,,
43,,,,
58,,,,
43,,,,
52,,,,
56,,,,
20,,,,
39,,,,
45,,,,
66,,,,
33,,,,
54,,,,
37,,,,
54,,,,
43,,,,
39,,,,
39,,,,
41,,,,
39,,,,
33,,,,
45,,,,
33,,,,
39,,,,
56,,,,
62,,,,
33,,,,
20,,,,
24,,,,
43,,,,
33,,,,
39,,,,
37,,,,
20,,,,
54,,,,
54,,,,
39,,,,
35,,,,
22,,,,
54,,,,
41,,,,
35,,,,
68,,,,
37,,,,
16,,,,
39,,,,
60,,,,
11,,,,
39,,,,
43,,,,
39,,,,
45,,,,
41,,,,
33,,,,
50,,,,
56,,,,
39,,,,
35,,,,
22,,,,
33,,,,
39,,,,
28,,,,
35,,,,
56,,,,
39,,,,
20,,,,
56,,,,
43,,,,
62,,,,
43,,,,
49,,,,
39,,,,
60,,,,
24,,,,
39,,,,
39,,,,
52,,,,
50,,,,
35,,,,
64,,,,
39,,,,
26,,,,
26,,,,
56,,,,
56,,,,
37,,,,
24,,,,
39,,,,
43,,,,
39,,,,
41,,,,
43,,,,
33,,,,
39,,,,
31,,,,
35,,,,
35,,,,
20,,,,
35,,,,
26,,,,
64,,,,
50,,,,
41,,,,
37,,,,
58,,,,
37,,,,
43,,,,
48,,,,
56,,,,
37,,,,
43,,,,
37,,,,
37,,,,
18,,,,
60,,,,
24,,,,
35,,,,
9,,,,
56,,,,
26,,,,
37,,,,
41,,,,
39,,,,
39,,,,
35,,,,
37,,,,
39,,,,
39,,,,
22,,,,
43,,,,
37,,,,
26,,,,
35,,,,
52,,,,
37,,,,
35,,,,
58,,,,
43,,,,
71,,,,
35,,,,
41,,,,
58,,,,
33,,,,
39,,,,
50,,,,
41,,,,
35,,,,
20,,,,
37,,,,
35,,,,
39,,,,
39,,,,
54,,,,
58,,,,
43,,,,
54,,,,
39,,,,
26,,,,
56,,,,
33,,,,
39,,,,
39,,,,
56,,,,
41,,,,
46,,,,
33,,,,
24,,,,
11,,,,
41,,,,
39,,,,
41,,,,
43,,,,
35,,,,
24,,,,
22,,,,
22,,,,
7,,,,
58,,,,
26,,,,
43,,,,
37,,,,
33,,,,
37,,,,
43,,,,
39,,,,
35,,,,
54,,,,
43,,,,
26,,,,
39,,,,
41,,,,
56,,,,
43,,,,
37,,,,
35,,,,
37,,,,
39,,,,
43,,,,
49,,,,
20,,,,
41,,,,
37,,,,
43,,,,
26,,,,
39,,,,
43,,,,
33,,,,
35,,,,
37,,,,
37,,,,
52,,,,
26,,,,
58,,,,
54,,,,
39,,,,
35,,,,
31,,,,
26,,,,
43,,,,
22,,,,
39,,,,
43,,,,
31,,,,
41,,,,
39,,,,
37,,,,
35,,,,
20,,,,
28,,,,
39,,,,
37,,,,
22,,,,
33,,,,
58,,,,
39,,,,
43,,,,
22,,,,
47,,,,
39,,,,
58,,,,
37,,,,
47,,,,
45,,,,
37,,,,
58,,,,
35,,,,
22,,,,
35,,,,
31,,,,
41,,,,
58,,,,
31,,,,
37,,,,
41,,,,
22,,,,
22,,,,
33,,,,
24,,,,
37,,,,
35,,,,
50,,,,
37,,,,
39,,,,
24,,,,
35,,,,
37,,,,
39,,,,
18,,,,
58,,,,
33,,,,
24,,,,
28,,,,
33,,,,
20,,,,
37,,,,
43,,,,
39,,,,
37,,,,
28,,,,
58,,,,
52,,,,
31,,,,
58,,,,
41,,,,
54,,,,
60,,,,
41,,,,
37,,,,
73,,,,
31,,,,
39,,,,
37,,,,
20,,,,
39,,,,
41,,,,
43,,,,
52,,,,
52,,,,
58,,,,
39,,,,
39,,,,
35,,,,
41,,,,
52,,,,
41,,,,
26,,,,
35,,,,
37,,,,
58,,,,
22,,,,
22,,,,
58,,,,
37,,,,
43,,,,
39,,,,
39,,,,
35,,,,
64,,,,
54,,,,
41,,,,
26,,,,
22,,,,
41,,,,
35,,,,
58,,,,
62,,,,
35,,,,
47,,,,
51,,,,
41,,,,
35,,,,
54,,,,
54,,,,
41,,,,
22,,,,
62,,,,
37,,,,
62,,,,
35,,,,
26,,,,
41,,,,
37,,,,
28,,,,
39,,,,
35,,,,
52,,,,
43,,,,
43,,,,
35,,,,
35,,,,
64,,,,
24,,,,
39,,,,
26,,,,
35,,,,
39,,,,
52,,,,
56,,,,
71,,,,
22,,,,
37,,,,
56,,,,
24,,,,
20,,,,
33,,,,
52,,,,
47,,,,
20,,,,
45,,,,
39,,,,
39,,,,
50,,,,
33,,,,
41,,,,
39,,,,
35,,,,
35,,,,
66,,,,
56,,,,
37,,,,
35,,,,
26,,,,
45,,,,
56,,,,
43,,,,
22,,,,
26,,,,
39,,,,
41,,,,
33,,,,
22,,,,
43,,,,
41,,,,
35,,,,
20,,,,
24,,,,
22,,,,
33,,,,
35,,,,
31,,,,
24,,,,
54,,,,
29,,,,
41,,,,
39,,,,
39,,,,
37,,,,
43,,,,
43,,,,
60,,,,
39,,,,
56,,,,
58,,,,
39,,,,
41,,,,
37,,,,
39,,,,
33,,,,
24,,,,
60,,,,
37,,,,
22,,,,
35,,,,
20,,,,
45,,,,
22,,,,
44,,,,
52,,,,
46,,,,
37,,,,
35,,,,
54,,,,
41,,,,
41,,,,
60,,,,
33,,,,
39,,,,
39,,,,
48,,,,
37,,,,
33,,,,
45,,,,
54,,,,
43,,,,
39,,,,
9,,,,
43,,,,
45,,,,
26,,,,
39,,,,
37,,,,
24,,,,
33,,,,
18,,,,
33,,,,
37,,,,
56,,,,
60,,,,
35,,,,
56,,,,
58,,,,
20,,,,
73,,,,
35,,,,
41,,,,
41,,,,
35,,,,
24,,,,
35,,,,
43,,,,
20,,,,
39,,,,
35,,,,
52,,,,
37,,,,
22,,,,
56,,,,
35,,,,
60,,,,
41,,,,
56,,,,
50,,,,
39,,,,
18,,,,
39,,,,
58,,,,
43,,,,
29,,,,
39,,,,
58,,,,
47,,,,
45,,,,
58,,,,
41,,,,
56,,,,
64,,,,
26,,,,
39,,,,
45,,,,
35,,,,
45,,,,
35,,,,
39,,,,
29,,,,
20,,,,
41,,,,
22,,,,
39,,,,
18,,,,
62,,,,
35,,,,
64,,,,
54,,,,
43,,,,
28,,,,
37,,,,
52,,,,
20,,,,
28,,,,
24,,,,
58,,,,
39,,,,
31,,,,
52,,,,
45,,,,
20,,,,
39,,,,
39,,,,
37,,,,
24,,,,
54,,,,
41,,,,
41,,,,
30,,,,
41,,,,
37,,,,
39,,,,
56,,,,
26,,,,
58,,,,
37,,,,
50,,,,
31,,,,
56,,,,
43,,,,
39,,,,
39,,,,
